Composition,Eg_exp,Eg_DFT
ZnI2,4.53,2.9118
ZnI2,4.53,1.8004
ZnO,3.436,0.4516
ZnO,3.436,0.7376
ZnO,3.436,1.2763
ZnO,3.436,1.2176
ZnO,3.436,1.2421
ZnO,3.436,0.93
ZnO,3.436,0.6309
ZnO,3.436,0.7227
ZnO,3.436,0.7219
ZnO,3.436,0.8378
ZnO,3.436,0.5426
ZnS,3.69,2.0471
ZnS,3.69,2.0192
ZnS,3.69,1.9864
ZnS,3.69,1.9919
ZnS,3.69,2.0023
ZnS,3.69,1.9999
ZnS,3.69,1.9881
ZnS,3.69,2.0046
ZnS,3.69,1.9874
ZnS,3.69,2.0011
ZnS,3.69,1.993
ZnS,3.69,1.9925
ZnS,3.69,0.9376
ZnS,3.69,1.0285
ZnS,3.69,0.6826
ZnS,3.69,1.2177
ZnS,3.69,0.1129
ZnS,3.69,0.9256
ZnS,3.69,0.8321
ZnS,3.69,1.4016
ZnS,3.69,1.4278
ZnS,3.69,0.9545
ZnS,3.69,0.8065
ZnS,3.69,1.2473
ZnS,3.69,1.2791
ZnS,3.69,0.8749
ZnS,3.69,0.9214
ZnS,3.69,1.2026
ZnS,3.69,0.8571
ZnS,3.69,1.3621
ZnS,3.69,0.8792
ZnS,3.69,0.3423
ZnS,3.69,1.0069
ZnS,3.69,1.2737
ZnS,3.69,1.0437
ZnS,3.69,0.9118
ZnS,3.69,1.2387
ZnS,3.69,0.8638
ZnS,3.69,1.2533
ZnS,3.69,0.882
ZnS,3.69,0.8508
ZnS,3.69,0.8635
ZnS,3.69,1.0574
ZnS,3.69,0.476
ZnS,3.69,0.8346
ZnS,3.69,1.2996
ZnS,3.69,1.0438
ZnS,3.69,0.7932
ZnS,3.69,1.1832
ZnS,3.69,0.8234
ZnS,3.69,1.1442
ZnS,3.69,0.585
ZnS,3.69,0.6392
ZnS,3.69,1.1706
ZnS,3.69,1.4226
ZnS,3.69,2.0416
ZnS,3.69,2.0462
ZnS,3.69,2.0396
ZnS,3.69,2.0298
ZnS,3.69,2.0251
ZnS,3.69,2.0279
ZnS,3.69,2.0169
ZnS,3.69,1.9769
ZnS,3.69,2.0715
ZnS,3.69,2.0191
ZnS,3.69,2.015
ZnS,3.69,1.9824
ZnS,3.69,2.0164
ZnS,3.69,2.034
ZnS,3.69,2.0195
ZnS,3.69,2.0216
ZnS,3.69,2.0385
ZnS,3.69,2.018
ZnS,3.69,2.0291
ZnS,3.69,2.0197
ZnS,3.69,2.0188
ZnS,3.69,2.0233
ZnS,3.69,1.596
ZnS,3.69,2.0347
ZnS,3.69,2.0305
ZnS,3.69,2.0142
ZnS,3.69,2.064
ZnS,3.69,2.025
ZnS,3.69,2.03
ZnS,3.69,2.0252
ZnS,3.69,2.036
ZnS,3.69,2.0194
ZnS,3.69,1.8581
ZnS,3.69,2.0639
ZnS,3.69,2.0281
ZnS,3.69,2.0195
ZnS,3.69,1.9917
ZnS,3.69,2.0194
ZnS,3.69,2.0254
ZnS,3.69,2.0389
ZnS,3.69,2.0108
ZnS,3.69,2.0263
ZnS,3.69,2.0223
ZnS,3.69,1.4296
ZnS,3.69,2.0276
ZnS,3.69,2.0238
ZnS,3.69,2.0282
ZnS,3.69,2.0369
ZnS,3.69,1.9563
ZnS,3.69,2.0158
ZnS,3.69,2.0329
ZnS,3.69,2.0163
ZnS,3.69,2.0892
ZnS,3.69,1.2133
ZnS,3.69,2.0239
ZnS,3.69,2.0399
ZnS,3.69,1.992
ZnS,3.69,2.0421
ZnS,3.69,2.0323
ZnS,3.69,2.0305
ZnS,3.69,2.0302
ZnS,3.69,2.023
ZnS,3.69,1.6895
ZnS,3.69,2.0301
ZnS,3.69,2.0574
ZnS,3.69,2.0272
ZnS,3.69,2.0245
ZnS,3.69,2.0258
ZnS,3.69,2.0182
ZnS,3.69,2.0701
ZnS,3.69,2.0215
ZnS,3.69,2.0338
ZnS,3.69,2.0271
ZnS,3.69,2.0288
ZnS,3.69,2.0218
ZnS,3.69,2.0381
ZnS,3.69,1.8885
ZnS,3.69,2.0264
ZnS,3.69,2.0184
ZnS,3.69,2.0243
ZnS,3.69,2.0265
ZnS,3.69,2.0385
ZnS,3.69,1.9845
ZnS,3.69,1.9806
ZnS,3.69,1.9988
ZnS,3.69,2.0155
ZnS,3.69,2.0198
ZnS,3.69,2.0368
ZnSb,1.11,0.0282
ZnSe,2.794,1.1663
ZnSe,2.794,1.2004
ZnSe,2.794,1.9671
ZnSiAs2,2.12,0.8866
ZnSiP2,2.07,1.3641
ZnSnO3,3.9,1.081
ZnSnO3,3.9,1.1054
ZnSnO3,3.9,1.3215
ZnSnP2,2.1,0.4822
ZnSnP2,2.1,0.7043
ZnTe,2.176,0.2949
ZnTe,2.176,1.0733
ZnTe,2.176,1.069
ZnTe,2.176,1.1003
ZnTe,2.176,0.3206
ZrC,0.6,0.4781
ZrNiSn,0,0.4954
ZrO2,4.99,3.5794
ZrO2,4.99,2.9114
ZrO2,4.99,3.125
ZrO2,4.99,3.8514
ZrO2,4.99,3.5322
ZrO2,4.99,3.6907
ZrO2,4.99,3.4482
ZrO2,4.99,3.4022
ZrO2,4.99,3.9596
ZrO2,4.99,3.2139
ZrO2,4.99,4.1946
ZrO2,4.99,3.4318
ZrO2,4.99,3.4197
ZrO2,4.99,3.825
ZrO2,4.99,3.6766
ZrO2,4.99,3.6171
ZrO2,4.99,3.54
ZrO2,4.99,3.7155
ZrO2,4.99,2.8574
ZrS2,2.75,1.0418
ZrS3,2.17,1.1133
ZrSe2,2,0.3296
ZrSe3,1.5,0.3979
